美国,409
中国,316
中,213
市场,189
贸易战,165
上,161
可能,135
会,135
经济,128
公司,128
华为,124
企业,123
贸易,116
不,113
影响,112
-,108
中兴,108
全球,106
美,104
都,98
大,97
库存,95
万吨,94
产品,86
特朗普,85
主要,84
出口,84
目前,83
表示,81
中美,75
更,75
下,73
预期,73
投资,73
亿元,72
数据,71
国家,70
发展,70
吨,70
增长,69
元,68
关税,68
风险,64
价格,64
国内,63
政策,61
仍,59
技术,59
广东,59
问题,57
行业,57
一个,57
大豆,57
没有,56
出现,56
芯片,56
占,55
欧盟,55
关注,54
进口,54
钛白粉,53
需求,52
资金,52
已经,52
进行,51
显示,51
科技,51
最大,51
生产,49
期货,48
增加,48
认为,48
最,47
原油,47
需要,46
棕榈油,46
万桶,45
来看,44
持续,44
方面,44
下降,44
继续,44
时,43
说,42
还,42
成为,42
上涨,42
投资者,42
供应商,42
今年,42
视网,41
交易,41
很,41
政府,41
未来,40
做,40
预计,40
情况,39
事件,39
前,39
策略,39
香港,39
业务,38
已,38
宣布,38
重要,38
高,38
去,38
供应,38
包括,37
相对,37
称,36
时间,36
一定,36
来自,36
高通,36
周期,36
建议,36
美元,36
商品,35
趋势,35
国际,35
后,35
进一步,35
制裁,35
新,34
—,34
估值,34
进入,34
人,34
价值,33
来说,33
责任编辑,33
减少,33
分析,33
超过,32
欧洲央行,32
月份,32
德国,32
大幅,31
压力,31
中兴通讯,31
世界,31
亿美元,31
我国,31
反弹,30
发布,30
部分,30
解决,30
原因,30
收益,30
龙,30
叙利亚,29
政治,29
乐,29
股,29
机构,29
调查,29
法国,29
只,29
产能,29
行情,28
股价,28
内,28
提供,28
不会,28
金融,27
带来,27
来源,27
整体,27
正在,27
苹果,27
为主,27
走势,27
产量,27
加税,27
管理,26
累计,26
直接,26
摩擦,26
支撑,26
处于,26
近期,26
维持,26
增速,26
机会,26
收入,26
操作,26
主力,26
豆粕,26
卫浴,26
调整,25
业绩,25
美国商务部,25
因素,25
汽车,25
半导体,25
成长,25
两个,25
非常,25
俄罗斯,25
买入,24
达到,24
约,24
导致,24
受到,24
震荡,24
看,24
是否,24
重点,24
板块,24
地区,24
下跌,24
记者,24
领域,23
更加,23
获得,23
此次,23
消息,23
证券,23
券商,23
基金,23
不能,23
产业,23
不是,23
变化,23
回落,23
左右,23
成本,23
总统,23
现在,23
分别,23
$,23
资产,22
达,22
方向,22
实现,22
以来,22
波动,22
战略,22
持有,22
年度,22
应该,22
概率,22
公布,22
个股,22
地缘,21
程度,21
近,21
新乐,21
视智家,21
背景,21
市值,21
严重,21
空间,21
造成,21
受,21
