中国,3400
美国,3358
贸易战,1651
市场,1457
中,1434
贸易,1155
关税,1044
会,1044
特朗普,987
美,939
经济,845
上,842
影响,811
美元,811
可能,804
都,779
不,726
黄金,723
大豆,608
出口,607
表示,589
亿美元,557
大,545
一个,536
产品,522
投资,512
数据,499
商品,489
加征,484
全球,481
目前,448
中美,432
已经,428
公布,427
没有,423
-,423
进口,406
更,406
公司,397
企业,396
认为,396
后,387
清单,385
行业,383
国内,380
下跌,378
主要,376
预期,364
还,354
占,346
下,345
价格,344
上涨,344
继续,342
国家,340
非农,340
发展,335
来看,333
看,331
措施,327
关注,323
增长,315
问题,312
出现,308
升级,307
未来,306
持续,299
风险,297
中方,296
投资者,296
做,292
政策,292
仍,292
方面,287
进一步,285
增加,283
时间,279
说,276
比较,274
人,269
进行,269
支撑,269
指数,269
反弹,266
汽车,264
股,261
美方,258
预计,254
建议,252
不会,251
领域,249
万吨,248
行情,246
需求,245
很,244
报告,243
震荡,242
新,240
现在,240
重要,239
今年,237
—,236
称,232
情况,230
技术,228
表现,228
一些,226
高,226
需要,219
压力,219
带来,217
不是,215
走势,215
双方,213
谈判,212
总统,210
显示,203
最大,202
产业,202
机会,201
前,200
分析,200
成为,199
一定,199
相关,198
大幅,196
情绪,196
政府,195
金融,192
金价,192
摩擦,190
调查,188
港股,188
国际,187
对华,187
原油,186
时,185
再,184
包括,182
宣布,182
操作,182
美股,181
已,180
最,177
好,177
受到,177
超过,176
板块,176
上升,175
世界,175
涉及,174
美联储,174
征收,173
趋势,173
因素,173
去年,173
之后,171
征税,171
股市,171
部分,170
导致,170
制造,170
去,169
代表,169
利益,168
之间,166
均线,166
我国,165
以来,163
农产品,163
近期,162
发布,162
减少,160
规模,159
点,159
日本,159
很多,158
担忧,158
制造业,158
最终,157
指出,156
这种,155
整体,155
附近,155
避险,154
约,153
策略,153
考虑,152
就业,152
应该,151
明显,151
短期,151
解决,151
责任编辑,150
报道,150
波动,150
估值,150
回落,149
反制,149
针对,147
下降,147
调整,146
水平,145
扩大,145
非常,144
一线,142
之前,141
小时,141
韩国,141
目标,140
第一,140
记者,139
消息,138
不断,138
产生,137
来说,137
均,137
增速,137
商务部,136
支持,136
当前,136
涨幅,136
机构,135
小,135
基金,135
决定,134
对美,134
周五,134
今日,134
资本,133
上方,133
不能,133
吨,132
维持,132
生产,131
存在,131
争端,131
直接,130
农业,129
形成,127
加息,127
北京,127
消费,126
现货,126
药,126
区间,124
豆粕,124
造成,123
期货,123
交易,123
内,123
希望,123
反击,122
资金,122
处于,121
通胀,121
变化,120
跌幅,120
此前,120
采取,119
大家,119
计划,119
达到,119
进入,119
仿制,119
一直,118
其实,118
库存,118
有所,118
关系,118
价值,117
出,117
是否,117
来源,116
过去,116
相对,116
这是,116
实施,115
周三,115
第二,115
冲击,115
保持,115
元,114
将会,114
重点,114
战略,113
程度,112
亿元,112
股票,112
全面,111
较大,111
下行,111
基本,110
提升,110
两国,110
实现,110
限制,109
原因,109
受,108
创业板,108
低,108
要求,107
应对,107
态度,107
左右,107
报,107
下方,106
推动,106
力度,105
周一,105
再次,105
突破,105
资产,105
仍然,105
才,104
引发,104
美国政府,103
分别,103
磋商,103
格局,103
保护,102
面临,102
飞机,102
历史,102
信息,101
原产,100
两个,100
日线,100
跌,99
止损,99
短线,99
服务,99
走,98
进口商品,98
俄罗斯,98
有望,98
方向,98
来自,97
选择,97
正在,96
不要,96
产量,96
高位,96
贸易逆差,95
本周,95
朋友,95
创新,95
欧盟,94
想,94
小幅,94
利率,94
上行,94
此次,93
银行,93
研究,93
提高,92
欧元,92
高端,92
主席,91
为主,91
很大,91
线,91
中期,91
爆发,91
提供,90
回应,90
业务,90
延续,90
长期,90
不同,90
农民,89
财经,89
政治,89
同样,89
盎司,89
指标,89
位置,89
同比,89
科技,89
指,89
大跌,88
改革,88
特别,88
巴西,88
二季度,88
这次,87
却,87
铝,87
昨日,87
上周,87
同等,87
具体,86
看到,86
过程,86
合作,86
强势,86
恐慌,85
意味着,85
多头,85
反应,85
月份,85
论坛,85
【,85
】,85
亚洲,85
风格,85
美国进口,84
升温,84
提出,83
近,83
尤其,83
猪肉,83
发表,83
阻力,83
台湾,83
业绩,83
基本面,83
选举,83
人民币,83
判断,83
开放,83
钢铁,82
觉得,82
金额,82
下滑,82
收盘,82
强硬,82
正式,82
证券,82
项目,82
发生,81
替代,81
知识产权,81
严重,80
以上,80
．,80
达,79
这一,79
白宫,79
预测,79
截至,79
战,79
经济学家,78
亿,78
观点,78
保护主义,78
准备,78
威胁,77
年月日,77
官员,77
接受,77
一季度,77
结构,77
冲突,77
连续,76
看好,76
更加,76
大量,76
利空,76
背景,76
周期,76
可能性,76
运行,76
所有,75
文章,75
",",75
项,75
货币,75
正,75
一度,75
分析师,75
概率,75
区域,75
一次,74
委员会,74
担心,74
一种,74
作者,74
前景,74
英国,74
供应,74
办公室,74
损失,73
出来,73
盈利,73
周二,73
最新,73
国务院,73
跌破,73
合约,73
利润,73
货币政策,73
方式,73
销售,72
真正,72
事件,72
做法,72
额外,72
低于,72
油价,72
成本,72
品牌,72
总,71
加大,71
讯,71
采访,71
经济体,71
逐步,71
社会,71
安全,70
能够,70
快速,70
最近,70
消费者,70
加剧,70
空间,70
乐观,70
综合,70
杠杆,70
医药,70
优质,70
关键,70
最后,69
巨大,69
生活,69
曾,69
制裁,69
股价,69
暴跌,69
打击,69
调研,69
持有,68
海外,68
个股,68
个人,68
签署,67
产能,67
有限,67
规则,67
阶段,67
新闻,67
对此,66
知道,66
拟,66
媒体,66
税率,66
仅,66
改变,66
使用,66
竞争力,66
一点,65
明确,65
随后,65
控制,65
降低,65
万,65
收入,65
:,65
图,65
日内,65
特斯拉,65
外汇,65
稳定,65
豆油,65
房地产,65
关口,65
周四,64
高点,64
香港,64
总量,64
最低,64
优势,64
万人,64
最高,63
地区,63
回升,63
回击,63
上市,63
传统,63
新增,63
博鳌,63
潜在,62
依然,62
里,62
当然,62
请,62
有人,62
比重,62
实际,62
向下,62
得到,61
亏损,61
加上,61
再度,61
林带,61
目的,61
低位,61
成长,61
肯定,61
依据,60
收益,60
基础,60
利好,60
…,60
加速,60
改革开放,60
债务,60
必须,60
核心,60
今天,59
具有,59
紧张,59
后续,59
集团,59
走高,59
下午,59
惠而浦,59
大规模,58
多单,58
平均,58
行动,58
数量,58
首席,58
设备,58
强调,58
布局,58
获得,57
回调,57
晚间,57
欧洲,57
道,57
未,57
参与,57
年度,57
信号,57
美豆,57
本网,57
工业,57
总体,57
化工品,57
整个,57
没,56
前期,56
只,56
盘中,56
复苏,56
受益,56
报点,56
新能源,56
最好,55
发起,55
迅速,55
越来越,55
并购,55
涨,55
空头,55
比例,55
三个,55
贸易顺差,55
集中,55
资源,55
北斗,55
汇率,54
层面,54
获利,54
形态,54
强,54
本身,54
需,54
必然,54
股指,54
收报,54
率,54
这场,53
无法,53
使,53
表明,53
美盘,53
作用,53
依旧,53
做空,53
走向,53
应,53
阿根廷,53
实际上,53
达成,53
非,53
平衡,52
大陆,52
真的,52
角度,52
出台,52
竞争,52
家电,52
周哲金,52
几乎,51
一年,51
呈,51
做好,51
备忘录,51
短期内,51
破位,51
泡沫,51
类项,51
制品,51
当天,51
高科技,51
金融风险,51
举措,50
结束,50
强劲,50
机械,50
玉米,50
承压,50
监管,50
独角兽,50
欧元区,50
美国股市,50
坚决,50
一带,50
通信,50
鲍威尔,50
配置,50
条款,50
太,49
大国,49
体现,49
有效,49
家,49
低点,49
上市公司,49
逆差,49
薪资,49
愿意,49
装备,49
思路,49
后市,48
相比,48
反对,48
表达,48
钱,48
本次,48
回归,48
前值,48
白银,48
相信,48
才能,48
转向,48
世纪,48
环境,47
一下,47
交易日,47
坚持,47
做出,47
接近,47
忧虑,47
赚钱,47
完全,47
挑战,47
推进,47
石油,47
两,47
协议,47
年代,47
药品,47
能源,47
库,47
钢材,46
缓解,46
协会,46
一场,46
挑起,46
告诉,46
不确定性,46
第三,46
范围,46
并未,46
令,46
完成,46
公告,46
德国,46
向上,46
构成,46
高于,46
新浪,46
搞,46
管理,46
德洛,46
工作,45
说明,45
行为,45
把握,45
不少,45
确定,45
中国政府,45
十分,45
实力,45
地位,45
讲话,45
天,45
展开,45
打压,45
电子,45
发言人,45
较为,45
建设,45
系统,45
私募,45
遏制,45
补贴,44
快,44
事情,44
金融市场,44
开盘,44
先,44
触及,44
谨慎,44
竞选,44
法,44
更大,44
日元,44
料,44
航空航天,44
世贸组织,44
信心,44
崛起,44
宏观,44
钛白粉,44
伤害,43
逐渐,43
供需,43
许多,43
当地,43
确实,43
全部,43
