美国,1316
中国,1102
市场,590
中,581
贸易战,438
贸易,407
企业,373
上,363
影响,347
经济,344
中兴,344
不,334
基金,314
美,303
都,275
公司,267
会,265
特朗普,254
国内,238
认为,237
芯片,234
美元,231
可能,228
投资,226
大豆,222
大,221
出口,221
表示,218
-,217
后,213
黄金,210
发展,209
进口,199
全球,198
没有,193
下,192
关税,188
中美,187
增长,183
国家,180
目前,178
价格,177
已经,177
技术,176
更,174
仍,173
主要,169
上涨,167
一个,163
产品,162
报告,161
预期,158
问题,157
亿美元,149
继续,146
数据,146
制裁,146
来看,143
占,142
行业,142
关注,141
方面,140
政策,138
资金,138
下跌,137
做,136
我国,135
产业,134
情况,134
新,133
持续,132
风险,129
还,129
港股,129
需求,128
人,126
元,126
出现,126
措施,125
高,123
库存,123
进行,122
．,118
叙利亚,117
中兴通讯,117
进一步,116
国际,116
万吨,114
领域,114
战略,111
反弹,110
吨,109
压力,107
股,107
花生,106
指数,106
—,105
走势,105
上升,104
摩擦,104
以来,103
升级,103
说,103
亿元,102
震荡,102
世界,101
表现,101
相关,101
需要,100
央行,100
包括,99
宣布,98
板块,98
汽车,97
成为,96
时间,96
看,95
日本,95
最大,95
短期,94
今年,94
支撑,94
投资者,93
已,93
责任编辑,93
之后,92
一定,92
商品,92
重要,91
显示,91
销售,89
增加,89
部分,88
分析,88
未来,87
创新,87
管理,86
生产,86
业务,86
增速,86
设备,86
情绪,84
称,84
当前,83
加征,83
不会,82
上周,82
华为,82
公布,81
不是,80
下降,80
支持,78
合作,78
政府,77
实施,77
处于,77
比较,77
大幅,77
今日,77
很,76
约,76
俄罗斯,76
因素,75
整体,75
限制,74
导致,74
利益,74
资产,74
存在,73
金价,73
趋势,73
昨日,73
美国商务部,73
中方,72
成本,72
金融,72
受,72
政治,71
科技,71
超过,71
前,71
事件,71
预计,71
实现,70
一些,70
优势,69
带来,69
去,69
第一,68
点,68
美联储,68
人民币,68
记者,68
报道,68
涨幅,68
有所,67
保持,67
核心,67
均,66
现在,66
再,66
建议,66
操作,66
制造,66
交易,66
好,65
回落,65
证券,65
降准,65
形成,64
不断,64
这种,64
对华,63
进入,63
月份,62
开放,62
最,62
研究,62
突破,62
银行,62
服务,61
提供,61
维持,61
年月日,61
近期,61
调查,61
手机,61
正阳县,60
扩大,60
谈判,60
同比,60
消息,60
调整,60
原因,60
来源,59
此次,59
附近,59
集成电路,59
受到,58
降低,58
产量,58
针对,58
研发,58
时,58
机会,58
考虑,58
商务部,58
目标,57
水平,57
股市,57
期货,57
相对,57
两岸,57
最终,57
发布,56
指出,56
长期,56
全面,56
明显,56
解决,56
机构,56
内,56
上方,56
避险,56
打击,56
去年,55
减少,55
过去,55
高位,55
通胀,55
上行,55
策略,54
造成,54
货币,54
变化,54
却,53
达到,53
基本,53
推动,53
利好,53
未,53
持有,53
成交,53
海南,53
总统,52
决定,52
行情,52
制造业,52
直接,52
仍然,52
豆粕,52
比例,52
安全,51
程度,51
低,51
规模,51
非常,51
采购,51
跌,51
煤炭,51
收益率,51
债券,51
伊朗,51
论坛,50
小幅,50
很多,50
波动,50
业绩,50
社会,49
作者,49
应该,49
之间,49
周一,49
来自,49
亚洲,48
再次,48
保护主义,48
令,48
种植,48
提高,48
农产品,48
协议,48
提升,48
希望,48
依然,48
供应,48
多头,48
加上,48
零部件,48
美国政府,47
中期,47
正在,47
美方,47
消费,47
以上,47
为主,47
回升,47
现货,47
有限,47
地区,47
替代,47
博鳌,46
左右,46
收入,46
厂商,46
地缘,46
下行,46
应对,45
达,45
获得,45
重点,45
强势,45
清单,45
流动性,45
争端,45
美债,45
只,45
局势,45
禁止,45
一直,44
当然,44
计划,44
不能,44
基础,44
今天,44
半导体,44
均线,44
结束,44
这是,43
采取,43
双方,43
较大,43
通信,43
利率,43
区间,43
宏观,43
美股,42
尤其,42
意味着,42
释放,42
来说,42
份额,42
选择,42
反制,42
报元,42
主席,41
两国,41
资本,41
集团,41
农业,41
关系,41
工业,41
延续,41
亿,41
连续,41
两个,41
格局,41
本周,41
空间,41
短期内,41
将会,41
财经,41
不少,41
钢材,41
上海,41
油厂,41
元器件,41
供应商,41
体系,40
媒体,40
这一,40
动力,40
之前,40
亦,40
担忧,40
合约,40
挑战,40
观点,40
一线,40
原油,40
曾,40
最高,40
发生,40
创业板,40
言论,39
收益,39
能够,39
环境,39
重大,39
特别,39
产生,39
涉及,39
一度,39
美豆,39
盎司,39
运行,39
不确定性,39
面临,39
改革,38
最新,38
信息,38
强,38
引发,38
阻力,38
英国,38
接受,38
看到,38
分析师,38
下方,38
短线,38
期内,38
出,37
地位,37
前景,37
要求,37
指,37
这次,37
基本面,37
台湾,37
本网,37
油价,37
股价,37
稳定,36
品种,36
具有,36
平台,36
是否,36
指标,36
止损,36
爆发,36
改变,36
报点,36
公告,36
新区,36
禁令,36
仅,35
建设,35
其实,35
利润,35
供给,35
得到,35
使用,35
人士,35
菜粕,35
原产,35
价值,35
监管,35
组合,35
下滑,35
想,34
油酸,34
带动,34
层面,34
利用,34
大家,34
第二,34
讯,34
缓和,34
加息,34
发言人,34
新闻,34
关键,34
期末,34
回调,34
小时,34
走,34
回应,34
商业银行,34
加大,34
应用,34
举措,33
背景,33
代表,33
设计,33
使,33
需,33
供需,33
不要,33
香港,33
下游,33
货币政策,33
沪,33
跌幅,33
铝,33
购买,33
时代,32
推进,32
截至,32
更加,32
品牌,32
低于,32
此前,32
说明,32
日内,32
改善,32
经济体,32
有望,32
小,32
执行,32
一带,32
竞争,32
流入,32
电信,32
发表,31
全球化,31
无法,31
了解,31
综合,31
较为,31
征收,31
飞机,31
违反,31
周期,31
债市,31
美国进口,31
荷兰,31
再度,31
抛售,31
合同,31
「,31
」,31
■,31
真正,30
第三,30
玉米,30
总,30
周二,30
教授,30
方式,30
几乎,30
迹象,30
战,30
股票,30
软件,30
系统,30
高粱,30
同样,29
知识产权,29
工作,29
遏制,29
高端,29
巨大,29
传统,29
资源,29
在于,29
难以,29
文章,29
威胁,29
所有,29
近,29
里,29
北京,29
目的,29
后市,29
平安,29
不同,29
反映,29
高科技,29
同期,29
涨,29
家化,29
改革开放,28
方向,28
图,28
建立,28
农民,28
完全,28
过程,28
海外,28
大涨,28
区域,28
并未,28
行为,28
部门,28
具体,28
恢复,28
南美,28
新浪,28
高点,28
逐步,28
力度,28
估值,28
工业化,28
智能,28
禁运,28
维护,27
讲话,27
自由贸易,27
历史,27
谨慎,27
植物油,27
有限公司,27
发现,27
大型,27
积极,27
才,27
结构,27
项目,27
家,27
国产,27
收盘,27
重新,27
必须,27
范围,27
参与,27
总量,27
可能性,27
向上,27
确定,27
国债,27
征税,27
对此,26
状态,26
团队,26
加快,26
投入,26
随后,26
线,26
阶段,26
依赖,26
讲,26
实际,26
对美,26
达成,26
汇率,26
转向,26
明确,26
转载,26
三,26
位置,26
前期,26
整个,26
控制,26
一周,26
一家,26
内地,26
发动,26
生产率,26
冷战,26
零售,26
融资,26
科通,26
习近平,25
取得,25
",",25
转型,25
当地,25
大部分,25
拥有,25
分别,25
压榨,25
正式,25
保护,25
一次,25
行动,25
行长,25
低点,25
开展,25
本次,25
严重,25
首次,25
商业,25
逐渐,25
陷入,25
中心,25
缓解,25
最近,25
配置,25
进出口,25
担心,25
加拿大,25
…,25
后续,25
上述,25
平均,25
净值,25
作出,24
冲突,24
促进,24
产业链,24
产能,24
最后,24
全国,24
迅速,24
能力,24
角度,24
经理,24
强劲,24
相信,24
规定,24
钢铁,24
巴西,24
前值,24
紧张局势,24
此举,24
概率,24
不足,24
停牌,24
互联网,24
新能源,24
个股,24
芯城,24
德邦,24
提出,23
实际上,23
超,23
一年,23
员工,23
提振,23
背后,23
准备,23
个人,23
棕榈油,23
渠道,23
下调,23
走强,23
一系列,23
展开,23
弱势,23
一路,23
观察,23
百分点,23
恒指,23
股份,23
反而,23
和解,23
电子,23
总体,23
净,23
器件,23
演讲,22
共和党,22
高于,22
迎来,22
在内,22
意见,22
出台,22
快速,22
成,22
保证,22
昨天,22
增量,22
交易日,22
加速,22
所谓,22
构成,22
大陆,22
才能,22
表明,22
进展,22
内容,22
发起,22
贬值,22
平衡,22
后期,22
盘面,22
测试,22
走高,22
客户,22
低位,22
钢厂,22
真的,22
大量,22
一位,22
南开大学,22
暂时,22
紧张,22
饲料,22
型,22
旅游,22
运营商,22
条例,22
选举,21
作用,21
负责人,21
坚持,21
多家,21
共同,21
自主,21
只能,21
做好,21
料,21
汇价,21
请,21
网站,21
性,21
实体,21
大国,21
规则,21
磋商,21
触及,21
日线,21
太,21
抑制,21
空头,21
加剧,21
关口,21
盘中,21
制度,21
承诺,21
看涨,21
支付,21
一季度,21
月初,21
周末,21
美国公司,21
率,21
销量,21
处罚,21
高通,21
南京,21
西方,20
有效,20
成功,20
很大,20
认可,20
多年,20
出售,20
如今,20
走出,20
仅为,20
加强,20
应,20
受益,20
上市,20
